Entity,Code,Date,Total confirmed deaths (deaths),Daily new confirmed deaths (deaths)
Canada,CAN,"Mar 9, 2020",0,0
Canada,CAN,"Mar 10, 2020",1,1
Canada,CAN,"Mar 11, 2020",1,0
Canada,CAN,"Mar 12, 2020",1,0
Canada,CAN,"Mar 13, 2020",1,0
Canada,CAN,"Mar 14, 2020",1,0
Canada,CAN,"Mar 15, 2020",1,0
Canada,CAN,"Mar 16, 2020",1,0
Canada,CAN,"Mar 17, 2020",4,3
Canada,CAN,"Mar 18, 2020",8,4
Canada,CAN,"Mar 19, 2020",9,1
Canada,CAN,"Mar 20, 2020",10,1
Canada,CAN,"Mar 21, 2020",12,2
Canada,CAN,"Mar 22, 2020",13,1
Canada,CAN,"Mar 23, 2020",18,5
Canada,CAN,"Mar 24, 2020",24,6
Canada,CAN,"Mar 25, 2020",27,3
Canada,CAN,"Mar 26, 2020",35,8
Canada,CAN,"Mar 27, 2020",39,4
Canada,CAN,"Mar 28, 2020",53,14
Canada,CAN,"Mar 29, 2020",60,7
Canada,CAN,"Mar 30, 2020",61,1
Canada,CAN,"Mar 31, 2020",89,28
Canada,CAN,"Apr 1, 2020",96,7
Canada,CAN,"Apr 2, 2020",109,13
Canada,CAN,"Apr 3, 2020",138,29
Canada,CAN,"Apr 4, 2020",187,49
Canada,CAN,"Apr 5, 2020",231,44
Canada,CAN,"Apr 6, 2020",280,49
Canada,CAN,"Apr 7, 2020",323,43
Cape Verde,CPV,"Mar 21, 2020",0,0
Cape Verde,CPV,"Mar 22, 2020",0,0
Cape Verde,CPV,"Mar 23, 2020",0,0
Cape Verde,CPV,"Mar 24, 2020",0,0
Cape Verde,CPV,"Mar 25, 2020",1,1
Cape Verde,CPV,"Mar 26, 2020",1,0
Cape Verde,CPV,"Mar 27, 2020",1,0
Cape Verde,CPV,"Mar 28, 2020",1,0
Cape Verde,CPV,"Mar 29, 2020",1,0
Cape Verde,CPV,"Mar 30, 2020",1,0
Cape Verde,CPV,"Mar 31, 2020",1,0
Cape Verde,CPV,"Apr 1, 2020",1,0
Cape Verde,CPV,"Apr 2, 2020",1,0
Cape Verde,CPV,"Apr 3, 2020",1,0
Cape Verde,CPV,"Apr 4, 2020",1,0
Cape Verde,CPV,"Apr 5, 2020",1,0
Cape Verde,CPV,"Apr 6, 2020",1,0
Cape Verde,CPV,"Apr 7, 2020",1,0
Cayman Islands,CYM,"Mar 20, 2020",0,0
Cayman Islands,CYM,"Mar 21, 2020",1,1
Cayman Islands,CYM,"Mar 22, 2020",1,0
Cayman Islands,CYM,"Mar 23, 2020",1,0
Cayman Islands,CYM,"Mar 24, 2020",1,0
Cayman Islands,CYM,"Mar 25, 2020",1,0
Cayman Islands,CYM,"Mar 26, 2020",1,0
Cayman Islands,CYM,"Mar 27, 2020",1,0
Cayman Islands,CYM,"Mar 28, 2020",1,0
Cayman Islands,CYM,"Mar 29, 2020",1,0
Cayman Islands,CYM,"Mar 30, 2020",1,0
Cayman Islands,CYM,"Mar 31, 2020",1,0
Cayman Islands,CYM,"Apr 1, 2020",1,0
Cayman Islands,CYM,"Apr 2, 2020",1,0
Cayman Islands,CYM,"Apr 3, 2020",1,0
Cayman Islands,CYM,"Apr 4, 2020",1,0
Cayman Islands,CYM,"Apr 5, 2020",1,0
Cayman Islands,CYM,"Apr 6, 2020",1,0
Cayman Islands,CYM,"Apr 7, 2020",1,0
Central African Republic,CAF,"Mar 16, 2020",0,0
Central African Republic,CAF,"Mar 17, 2020",0,0
Central African Republic,CAF,"Mar 18, 2020",0,0
Central African Republic,CAF,"Mar 19, 2020",0,0
Central African Republic,CAF,"Mar 20, 2020",0,0
Central African Republic,CAF,"Mar 21, 2020",0,0
Central African Republic,CAF,"Mar 22, 2020",0,0
Central African Republic,CAF,"Mar 23, 2020",0,0
Central African Republic,CAF,"Mar 24, 2020",0,0
Central African Republic,CAF,"Mar 25, 2020",0,0
Central African Republic,CAF,"Mar 26, 2020",0,0
Central African Republic,CAF,"Mar 27, 2020",0,0
Central African Republic,CAF,"Mar 28, 2020",0,0
Central African Republic,CAF,"Mar 29, 2020",0,0
Central African Republic,CAF,"Mar 30, 2020",0,0
Central African Republic,CAF,"Mar 31, 2020",0,0
Central African Republic,CAF,"Apr 1, 2020",0,0
Central African Republic,CAF,"Apr 2, 2020",0,0
Central African Republic,CAF,"Apr 3, 2020",0,0
Central African Republic,CAF,"Apr 4, 2020",0,0
Central African Republic,CAF,"Apr 5, 2020",0,0
Central African Republic,CAF,"Apr 6, 2020",0,0
Central African Republic,CAF,"Apr 7, 2020",0,0
Chad,TCD,"Mar 20, 2020",0,0
Chad,TCD,"Mar 21, 2020",0,0
Chad,TCD,"Mar 22, 2020",0,0
Chad,TCD,"Mar 23, 2020",0,0
Chad,TCD,"Mar 24, 2020",0,0
Chad,TCD,"Mar 25, 2020",0,0
Chad,TCD,"Mar 26, 2020",0,0
Chad,TCD,"Mar 27, 2020",0,0
Chad,TCD,"Mar 28, 2020",0,0
Chad,TCD,"Mar 29, 2020",0,0
Chad,TCD,"Mar 30, 2020",0,0
Chad,TCD,"Mar 31, 2020",0,0
Chad,TCD,"Apr 1, 2020",0,0
Chad,TCD,"Apr 2, 2020",0,0
Chad,TCD,"Apr 3, 2020",0,0
Chad,TCD,"Apr 4, 2020",0,0
Chad,TCD,"Apr 5, 2020",0,0
Chad,TCD,"Apr 6, 2020",0,0
Chad,TCD,"Apr 7, 2020",0,0
Chile,CHL,"Mar 4, 2020",0,0
Chile,CHL,"Mar 5, 2020",0,0
Chile,CHL,"Mar 6, 2020",0,0
Chile,CHL,"Mar 7, 2020",0,0
Chile,CHL,"Mar 9, 2020",0,0
Chile,CHL,"Mar 10, 2020",0,0
Chile,CHL,"Mar 11, 2020",0,0
Chile,CHL,"Mar 12, 2020",0,0
Chile,CHL,"Mar 13, 2020",0,0
Chile,CHL,"Mar 14, 2020",0,0
Chile,CHL,"Mar 15, 2020",0,0
Chile,CHL,"Mar 16, 2020",0,0
Chile,CHL,"Mar 17, 2020",0,0
Chile,CHL,"Mar 18, 2020",0,0
Chile,CHL,"Mar 19, 2020",0,0
Chile,CHL,"Mar 20, 2020",0,0
Chile,CHL,"Mar 21, 2020",0,0
Chile,CHL,"Mar 22, 2020",0,0
Chile,CHL,"Mar 23, 2020",1,1
Chile,CHL,"Mar 24, 2020",2,1
Chile,CHL,"Mar 25, 2020",2,0
Chile,CHL,"Mar 26, 2020",3,1
Chile,CHL,"Mar 27, 2020",4,1
Chile,CHL,"Mar 28, 2020",5,1
Chile,CHL,"Mar 29, 2020",6,1
Chile,CHL,"Mar 30, 2020",7,1
Chile,CHL,"Mar 31, 2020",8,1
Chile,CHL,"Apr 1, 2020",12,4
Chile,CHL,"Apr 2, 2020",16,4
Chile,CHL,"Apr 3, 2020",18,2
Chile,CHL,"Apr 4, 2020",22,4
Chile,CHL,"Apr 5, 2020",27,5
Chile,CHL,"Apr 6, 2020",34,7
Chile,CHL,"Apr 7, 2020",37,3
China,CHN,"Dec 31, 2019",0,0
China,CHN,"Jan 1, 2020",0,0
China,CHN,"Jan 2, 2020",0,0
China,CHN,"Jan 3, 2020",0,0
China,CHN,"Jan 4, 2020",0,0
China,CHN,"Jan 5, 2020",0,0
China,CHN,"Jan 6, 2020",0,0
China,CHN,"Jan 7, 2020",0,0
China,CHN,"Jan 8, 2020",0,0
China,CHN,"Jan 9, 2020",0,0
China,CHN,"Jan 10, 2020",0,0
China,CHN,"Jan 11, 2020",1,1
China,CHN,"Jan 12, 2020",1,0
China,CHN,"Jan 13, 2020",1,0
China,CHN,"Jan 14, 2020",1,0
China,CHN,"Jan 15, 2020",2,1
China,CHN,"Jan 16, 2020",2,0
China,CHN,"Jan 17, 2020",2,0
China,CHN,"Jan 18, 2020",2,0
China,CHN,"Jan 19, 2020",3,1
China,CHN,"Jan 20, 2020",3,0
China,CHN,"Jan 21, 2020",6,3
China,CHN,"Jan 22, 2020",17,11
China,CHN,"Jan 23, 2020",17,0
China,CHN,"Jan 24, 2020",26,9
China,CHN,"Jan 25, 2020",41,15
China,CHN,"Jan 26, 2020",56,15
China,CHN,"Jan 27, 2020",81,25
China,CHN,"Jan 28, 2020",106,25
China,CHN,"Jan 29, 2020",132,26
China,CHN,"Jan 30, 2020",170,38
China,CHN,"Jan 31, 2020",213,43
China,CHN,"Feb 1, 2020",259,46
China,CHN,"Feb 2, 2020",304,45
China,CHN,"Feb 3, 2020",361,57
China,CHN,"Feb 4, 2020",426,65
China,CHN,"Feb 5, 2020",492,66
China,CHN,"Feb 6, 2020",564,72
China,CHN,"Feb 7, 2020",637,73
China,CHN,"Feb 8, 2020",723,86
China,CHN,"Feb 9, 2020",812,89
China,CHN,"Feb 10, 2020",909,97
China,CHN,"Feb 11, 2020",1017,108
China,CHN,"Feb 12, 2020",1114,97
China,CHN,"Feb 13, 2020",1368,254
China,CHN,"Feb 14, 2020",1381,13
China,CHN,"Feb 15, 2020",1524,143
China,CHN,"Feb 16, 2020",1666,142
China,CHN,"Feb 17, 2020",1771,105
China,CHN,"Feb 18, 2020",1869,98
China,CHN,"Feb 19, 2020",2008,139
China,CHN,"Feb 20, 2020",2120,112
China,CHN,"Feb 21, 2020",2238,118
China,CHN,"Feb 22, 2020",2347,109
China,CHN,"Feb 23, 2020",2445,98
China,CHN,"Feb 24, 2020",2595,150
China,CHN,"Feb 25, 2020",2665,70
China,CHN,"Feb 26, 2020",2717,52
China,CHN,"Feb 27, 2020",2746,29
China,CHN,"Feb 28, 2020",2790,44
China,CHN,"Feb 29, 2020",2837,47
China,CHN,"Mar 1, 2020",2872,35
China,CHN,"Mar 2, 2020",2914,42
China,CHN,"Mar 3, 2020",2946,32
China,CHN,"Mar 4, 2020",2983,37
China,CHN,"Mar 5, 2020",3014,31
China,CHN,"Mar 6, 2020",3044,30
China,CHN,"Mar 7, 2020",3072,28
China,CHN,"Mar 8, 2020",3099,27
China,CHN,"Mar 9, 2020",3122,23
China,CHN,"Mar 10, 2020",3139,17
China,CHN,"Mar 11, 2020",3161,22
China,CHN,"Mar 12, 2020",3172,11
China,CHN,"Mar 13, 2020",3179,7
China,CHN,"Mar 14, 2020",3194,15
China,CHN,"Mar 15, 2020",3203,9
China,CHN,"Mar 16, 2020",3216,13
China,CHN,"Mar 17, 2020",3225,9
China,CHN,"Mar 18, 2020",3241,16
China,CHN,"Mar 19, 2020",3249,8
China,CHN,"Mar 20, 2020",3253,4
China,CHN,"Mar 21, 2020",3259,6
China,CHN,"Mar 22, 2020",3265,6
China,CHN,"Mar 23, 2020",3274,9
China,CHN,"Mar 24, 2020",3281,7
China,CHN,"Mar 25, 2020",3285,4
China,CHN,"Mar 26, 2020",3291,6
China,CHN,"Mar 27, 2020",3296,5
China,CHN,"Mar 28, 2020",3299,3
China,CHN,"Mar 29, 2020",3304,5
China,CHN,"Mar 30, 2020",3306,2
China,CHN,"Mar 31, 2020",3309,3
China,CHN,"Apr 1, 2020",3310,1
China,CHN,"Apr 2, 2020",3316,6
China,CHN,"Apr 3, 2020",3326,10
China,CHN,"Apr 4, 2020",3330,4
China,CHN,"Apr 5, 2020",3333,3
China,CHN,"Apr 6, 2020",3335,2
China,CHN,"Apr 7, 2020",3335,0
Colombia,COL,"Mar 7, 2020",0,0
Colombia,COL,"Mar 10, 2020",0,0
Colombia,COL,"Mar 12, 2020",0,0
Colombia,COL,"Mar 14, 2020",0,0
Colombia,COL,"Mar 15, 2020",0,0
Colombia,COL,"Mar 16, 2020",0,0
Colombia,COL,"Mar 17, 2020",0,0
Colombia,COL,"Mar 18, 2020",0,0
Colombia,COL,"Mar 19, 2020",0,0
Colombia,COL,"Mar 20, 2020",0,0
Colombia,COL,"Mar 21, 2020",0,0
Colombia,COL,"Mar 22, 2020",1,1
Colombia,COL,"Mar 23, 2020",2,1
Colombia,COL,"Mar 24, 2020",3,1
Colombia,COL,"Mar 25, 2020",3,0
Colombia,COL,"Mar 26, 2020",4,1
Colombia,COL,"Mar 27, 2020",6,2
Colombia,COL,"Mar 28, 2020",6,0
Colombia,COL,"Mar 29, 2020",6,0
Colombia,COL,"Mar 30, 2020",10,4
Colombia,COL,"Mar 31, 2020",14,4
Colombia,COL,"Apr 1, 2020",16,2
Colombia,COL,"Apr 2, 2020",17,1
Colombia,COL,"Apr 3, 2020",19,2
Colombia,COL,"Apr 4, 2020",25,6
Colombia,COL,"Apr 5, 2020",32,7
Colombia,COL,"Apr 6, 2020",35,3
Colombia,COL,"Apr 7, 2020",46,11
Congo,COG,"Mar 16, 2020",0,0
Congo,COG,"Mar 17, 2020",0,0
Congo,COG,"Mar 18, 2020",0,0
Congo,COG,"Mar 19, 2020",0,0
Congo,COG,"Mar 20, 2020",0,0
Congo,COG,"Mar 21, 2020",0,0
Congo,COG,"Mar 22, 2020",0,0
Congo,COG,"Mar 23, 2020",0,0
Congo,COG,"Mar 24, 2020",0,0
Congo,COG,"Mar 25, 2020",0,0
Congo,COG,"Mar 26, 2020",0,0
Congo,COG,"Mar 27, 2020",0,0
Congo,COG,"Mar 28, 2020",0,0
Congo,COG,"Mar 29, 2020",0,0
Congo,COG,"Mar 30, 2020",0,0
Congo,COG,"Mar 31, 2020",0,0
Congo,COG,"Apr 1, 2020",2,2
Congo,COG,"Apr 2, 2020",2,0
Congo,COG,"Apr 3, 2020",3,1
Congo,COG,"Apr 4, 2020",3,0
Congo,COG,"Apr 5, 2020",5,2
Congo,COG,"Apr 6, 2020",5,0
Congo,COG,"Apr 7, 2020",5,0
Costa Rica,CRI,"Mar 7, 2020",0,0
Costa Rica,CRI,"Mar 9, 2020",0,0
Costa Rica,CRI,"Mar 10, 2020",0,0
Costa Rica,CRI,"Mar 11, 2020",0,0
Costa Rica,CRI,"Mar 12, 2020",0,0
Costa Rica,CRI,"Mar 13, 2020",0,0
Costa Rica,CRI,"Mar 14, 2020",0,0
Costa Rica,CRI,"Mar 15, 2020",0,0
Costa Rica,CRI,"Mar 16, 2020",0,0
Costa Rica,CRI,"Mar 17, 2020",0,0
Costa Rica,CRI,"Mar 18, 2020",0,0
Costa Rica,CRI,"Mar 19, 2020",1,1
Costa Rica,CRI,"Mar 20, 2020",1,0
Costa Rica,CRI,"Mar 21, 2020",2,1
Costa Rica,CRI,"Mar 22, 2020",2,0
Costa Rica,CRI,"Mar 23, 2020",2,0
Costa Rica,CRI,"Mar 24, 2020",2,0
Costa Rica,CRI,"Mar 25, 2020",2,0
Costa Rica,CRI,"Mar 26, 2020",2,0
Costa Rica,CRI,"Mar 27, 2020",2,0
Costa Rica,CRI,"Mar 28, 2020",2,0
Costa Rica,CRI,"Mar 29, 2020",2,0
Costa Rica,CRI,"Mar 30, 2020",2,0
Costa Rica,CRI,"Mar 31, 2020",2,0
Costa Rica,CRI,"Apr 1, 2020",2,0
Costa Rica,CRI,"Apr 2, 2020",2,0
Costa Rica,CRI,"Apr 3, 2020",2,0
Costa Rica,CRI,"Apr 4, 2020",2,0
Costa Rica,CRI,"Apr 5, 2020",2,0
Costa Rica,CRI,"Apr 6, 2020",2,0
Costa Rica,CRI,"Apr 7, 2020",2,0
Cote d'Ivoire,CIV,"Mar 12, 2020",0,0
Cote d'Ivoire,CIV,"Mar 15, 2020",0,0
Cote d'Ivoire,CIV,"Mar 16, 2020",0,0
Cote d'Ivoire,CIV,"Mar 17, 2020",0,0
Cote d'Ivoire,CIV,"Mar 18, 2020",0,0
Cote d'Ivoire,CIV,"Mar 19, 2020",0,0
Cote d'Ivoire,CIV,"Mar 20, 2020",0,0
Cote d'Ivoire,CIV,"Mar 21, 2020",0,0
Cote d'Ivoire,CIV,"Mar 22, 2020",0,0
Cote d'Ivoire,CIV,"Mar 23, 2020",0,0
Cote d'Ivoire,CIV,"Mar 24, 2020",0,0
Cote d'Ivoire,CIV,"Mar 25, 2020",0,0
Cote d'Ivoire,CIV,"Mar 26, 2020",0,0
Cote d'Ivoire,CIV,"Mar 27, 2020",0,0
Cote d'Ivoire,CIV,"Mar 28, 2020",0,0
Cote d'Ivoire,CIV,"Mar 29, 2020",0,0
Cote d'Ivoire,CIV,"Mar 30, 2020",1,1
Cote d'Ivoire,CIV,"Mar 31, 2020",1,0
Cote d'Ivoire,CIV,"Apr 1, 2020",1,0
Cote d'Ivoire,CIV,"Apr 2, 2020",1,0
Cote d'Ivoire,CIV,"Apr 3, 2020",1,0
Cote d'Ivoire,CIV,"Apr 4, 2020",1,0
Cote d'Ivoire,CIV,"Apr 5, 2020",2,1
Cote d'Ivoire,CIV,"Apr 6, 2020",3,1
Cote d'Ivoire,CIV,"Apr 7, 2020",3,0
Croatia,HRV,"Dec 31, 2019",0,0
Croatia,HRV,"Jan 1, 2020",0,0
Croatia,HRV,"Jan 2, 2020",0,0
Croatia,HRV,"Jan 3, 2020",0,0
Croatia,HRV,"Jan 4, 2020",0,0
Croatia,HRV,"Jan 5, 2020",0,0
Croatia,HRV,"Jan 6, 2020",0,0
Croatia,HRV,"Jan 7, 2020",0,0
Croatia,HRV,"Jan 8, 2020",0,0
Croatia,HRV,"Jan 9, 2020",0,0
Croatia,HRV,"Jan 10, 2020",0,0
Croatia,HRV,"Jan 11, 2020",0,0
Croatia,HRV,"Jan 12, 2020",0,0
Croatia,HRV,"Jan 13, 2020",0,0
Croatia,HRV,"Jan 14, 2020",0,0
Croatia,HRV,"Jan 15, 2020",0,0
Croatia,HRV,"Jan 16, 2020",0,0
Croatia,HRV,"Jan 17, 2020",0,0
Croatia,HRV,"Jan 18, 2020",0,0
Croatia,HRV,"Jan 19, 2020",0,0
Croatia,HRV,"Jan 20, 2020",0,0
Croatia,HRV,"Jan 21, 2020",0,0
Croatia,HRV,"Jan 22, 2020",0,0
Croatia,HRV,"Jan 23, 2020",0,0
Croatia,HRV,"Jan 24, 2020",0,0
Croatia,HRV,"Jan 25, 2020",0,0
Croatia,HRV,"Jan 26, 2020",0,0
Croatia,HRV,"Jan 27, 2020",0,0
Croatia,HRV,"Jan 28, 2020",0,0
Croatia,HRV,"Jan 29, 2020",0,0
Croatia,HRV,"Jan 30, 2020",0,0
Croatia,HRV,"Jan 31, 2020",0,0
Croatia,HRV,"Feb 1, 2020",0,0
Croatia,HRV,"Feb 2, 2020",0,0
Croatia,HRV,"Feb 3, 2020",0,0
Croatia,HRV,"Feb 4, 2020",0,0
Croatia,HRV,"Feb 5, 2020",0,0
Croatia,HRV,"Feb 6, 2020",0,0
Croatia,HRV,"Feb 7, 2020",0,0
Croatia,HRV,"Feb 8, 2020",0,0
Croatia,HRV,"Feb 9, 2020",0,0
Croatia,HRV,"Feb 10, 2020",0,0
Croatia,HRV,"Feb 11, 2020",0,0
Croatia,HRV,"Feb 12, 2020",0,0
Croatia,HRV,"Feb 13, 2020",0,0
Croatia,HRV,"Feb 14, 2020",0,0
Croatia,HRV,"Feb 15, 2020",0,0
Croatia,HRV,"Feb 16, 2020",0,0
Croatia,HRV,"Feb 17, 2020",0,0
Croatia,HRV,"Feb 18, 2020",0,0
Croatia,HRV,"Feb 19, 2020",0,0
Croatia,HRV,"Feb 20, 2020",0,0
Croatia,HRV,"Feb 21, 2020",0,0
Croatia,HRV,"Feb 22, 2020",0,0
Croatia,HRV,"Feb 23, 2020",0,0
Croatia,HRV,"Feb 24, 2020",0,0
Croatia,HRV,"Feb 25, 2020",0,0
Croatia,HRV,"Feb 26, 2020",0,0
Croatia,HRV,"Feb 27, 2020",0,0
Croatia,HRV,"Feb 28, 2020",0,0
Croatia,HRV,"Feb 29, 2020",0,0
Croatia,HRV,"Mar 1, 2020",0,0
Croatia,HRV,"Mar 2, 2020",0,0
Croatia,HRV,"Mar 3, 2020",0,0
Croatia,HRV,"Mar 4, 2020",0,0
Croatia,HRV,"Mar 6, 2020",0,0
Croatia,HRV,"Mar 7, 2020",0,0
Croatia,HRV,"Mar 8, 2020",0,0
Croatia,HRV,"Mar 11, 2020",0,0
Croatia,HRV,"Mar 12, 2020",0,0
Croatia,HRV,"Mar 13, 2020",0,0
Croatia,HRV,"Mar 14, 2020",0,0
Croatia,HRV,"Mar 15, 2020",0,0
Croatia,HRV,"Mar 16, 2020",0,0
Croatia,HRV,"Mar 17, 2020",0,0
Croatia,HRV,"Mar 18, 2020",0,0
Croatia,HRV,"Mar 19, 2020",0,0
Croatia,HRV,"Mar 20, 2020",0,0
Croatia,HRV,"Mar 21, 2020",0,0
Croatia,HRV,"Mar 22, 2020",0,0
Croatia,HRV,"Mar 23, 2020",0,0
Croatia,HRV,"Mar 24, 2020",0,0
Croatia,HRV,"Mar 25, 2020",1,1
Croatia,HRV,"Mar 26, 2020",1,0
Croatia,HRV,"Mar 27, 2020",2,1
Croatia,HRV,"Mar 28, 2020",3,1
Croatia,HRV,"Mar 29, 2020",5,2
Croatia,HRV,"Mar 30, 2020",6,1
Croatia,HRV,"Mar 31, 2020",6,0
Croatia,HRV,"Apr 1, 2020",6,0
Croatia,HRV,"Apr 2, 2020",6,0
Croatia,HRV,"Apr 3, 2020",7,1
Croatia,HRV,"Apr 4, 2020",8,1
Croatia,HRV,"Apr 5, 2020",12,4
Croatia,HRV,"Apr 6, 2020",15,3
Croatia,HRV,"Apr 7, 2020",16,1
Cuba,CUB,"Mar 12, 2020",0,0
Cuba,CUB,"Mar 14, 2020",0,0
Cuba,CUB,"Mar 15, 2020",0,0
Cuba,CUB,"Mar 18, 2020",0,0
Cuba,CUB,"Mar 19, 2020",1,1
Cuba,CUB,"Mar 20, 2020",1,0
Cuba,CUB,"Mar 21, 2020",1,0
Cuba,CUB,"Mar 22, 2020",1,0
Cuba,CUB,"Mar 23, 2020",1,0
Cuba,CUB,"Mar 24, 2020",1,0
Cuba,CUB,"Mar 25, 2020",1,0
Cuba,CUB,"Mar 26, 2020",1,0
Cuba,CUB,"Mar 27, 2020",2,1
Cuba,CUB,"Mar 28, 2020",2,0
Cuba,CUB,"Mar 29, 2020",3,1
Cuba,CUB,"Mar 30, 2020",3,0
Cuba,CUB,"Mar 31, 2020",4,1
Cuba,CUB,"Apr 1, 2020",6,2
Cuba,CUB,"Apr 2, 2020",6,0
Cuba,CUB,"Apr 3, 2020",6,0
Cuba,CUB,"Apr 4, 2020",6,0
Cuba,CUB,"Apr 5, 2020",6,0
Cuba,CUB,"Apr 6, 2020",8,2
Cuba,CUB,"Apr 7, 2020",9,1
Curacao,CUW,"Mar 13, 2020",0,0
Curacao,CUW,"Mar 20, 2020",0,0
Curacao,CUW,"Mar 24, 2020",0,0
Curacao,CUW,"Mar 26, 2020",1,1
Curacao,CUW,"Mar 27, 2020",1,0
Curacao,CUW,"Mar 28, 2020",1,0
Curacao,CUW,"Mar 29, 2020",1,0
Curacao,CUW,"Mar 30, 2020",1,0
Curacao,CUW,"Apr 1, 2020",1,0
Curacao,CUW,"Apr 2, 2020",1,0
Curacao,CUW,"Apr 3, 2020",1,0
Curacao,CUW,"Apr 4, 2020",1,0
Curacao,CUW,"Apr 5, 2020",1,0
Curacao,CUW,"Apr 6, 2020",1,0
Curacao,CUW,"Apr 7, 2020",1,0
Cyprus,CYP,"Mar 10, 2020",0,0
Cyprus,CYP,"Mar 12, 2020",0,0
Cyprus,CYP,"Mar 14, 2020",0,0
Cyprus,CYP,"Mar 15, 2020",0,0
Cyprus,CYP,"Mar 16, 2020",0,0
Cyprus,CYP,"Mar 17, 2020",0,0
Cyprus,CYP,"Mar 18, 2020",0,0
Cyprus,CYP,"Mar 19, 2020",0,0
Cyprus,CYP,"Mar 20, 2020",0,0
Cyprus,CYP,"Mar 21, 2020",0,0
Cyprus,CYP,"Mar 22, 2020",0,0
Cyprus,CYP,"Mar 23, 2020",0,0
Cyprus,CYP,"Mar 24, 2020",0,0
Cyprus,CYP,"Mar 25, 2020",3,3
Cyprus,CYP,"Mar 26, 2020",3,0
Cyprus,CYP,"Mar 27, 2020",3,0
Cyprus,CYP,"Mar 28, 2020",5,2
Cyprus,CYP,"Mar 29, 2020",5,0
Cyprus,CYP,"Mar 30, 2020",6,1
Cyprus,CYP,"Mar 31, 2020",7,1
Cyprus,CYP,"Apr 1, 2020",8,1
Cyprus,CYP,"Apr 2, 2020",9,1
Cyprus,CYP,"Apr 3, 2020",9,0
Cyprus,CYP,"Apr 4, 2020",11,2
Cyprus,CYP,"Apr 5, 2020",11,0
Cyprus,CYP,"Apr 6, 2020",14,3
Cyprus,CYP,"Apr 7, 2020",14,0
Czech Republic,CZE,"Dec 31, 2019",0,0
Czech Republic,CZE,"Jan 1, 2020",0,0
Czech Republic,CZE,"Jan 2, 2020",0,0
Czech Republic,CZE,"Jan 3, 2020",0,0
Czech Republic,CZE,"Jan 4, 2020",0,0
Czech Republic,CZE,"Jan 5, 2020",0,0
Czech Republic,CZE,"Jan 6, 2020",0,0
Czech Republic,CZE,"Jan 7, 2020",0,0
Czech Republic,CZE,"Jan 8, 2020",0,0
Czech Republic,CZE,"Jan 9, 2020",0,0
Czech Republic,CZE,"Jan 10, 2020",0,0
Czech Republic,CZE,"Jan 11, 2020",0,0
Czech Republic,CZE,"Jan 12, 2020",0,0
Czech Republic,CZE,"Jan 13, 2020",0,0
Czech Republic,CZE,"Jan 14, 2020",0,0
Czech Republic,CZE,"Jan 15, 2020",0,0
Czech Republic,CZE,"Jan 16, 2020",0,0
Czech Republic,CZE,"Jan 17, 2020",0,0
Czech Republic,CZE,"Jan 18, 2020",0,0
Czech Republic,CZE,"Jan 19, 2020",0,0
Czech Republic,CZE,"Jan 20, 2020",0,0
Czech Republic,CZE,"Jan 21, 2020",0,0
Czech Republic,CZE,"Jan 22, 2020",0,0
Czech Republic,CZE,"Jan 23, 2020",0,0
Czech Republic,CZE,"Jan 24, 2020",0,0
Czech Republic,CZE,"Jan 25, 2020",0,0
Czech Republic,CZE,"Jan 26, 2020",0,0
Czech Republic,CZE,"Jan 27, 2020",0,0
Czech Republic,CZE,"Jan 28, 2020",0,0
Czech Republic,CZE,"Jan 29, 2020",0,0
Czech Republic,CZE,"Jan 30, 2020",0,0
Czech Republic,CZE,"Jan 31, 2020",0,0
Czech Republic,CZE,"Feb 1, 2020",0,0
Czech Republic,CZE,"Feb 2, 2020",0,0
Czech Republic,CZE,"Feb 3, 2020",0,0
Czech Republic,CZE,"Feb 4, 2020",0,0
Czech Republic,CZE,"Feb 5, 2020",0,0
Czech Republic,CZE,"Feb 6, 2020",0,0
Czech Republic,CZE,"Feb 7, 2020",0,0
Czech Republic,CZE,"Feb 8, 2020",0,0
Czech Republic,CZE,"Feb 9, 2020",0,0
Czech Republic,CZE,"Feb 10, 2020",0,0
Czech Republic,CZE,"Feb 11, 2020",0,0
Czech Republic,CZE,"Feb 12, 2020",0,0
Czech Republic,CZE,"Feb 13, 2020",0,0
Czech Republic,CZE,"Feb 14, 2020",0,0
Czech Republic,CZE,"Feb 15, 2020",0,0
Czech Republic,CZE,"Feb 16, 2020",0,0
Czech Republic,CZE,"Feb 17, 2020",0,0
Czech Republic,CZE,"Feb 18, 2020",0,0
Czech Republic,CZE,"Feb 19, 2020",0,0
Czech Republic,CZE,"Feb 20, 2020",0,0
Czech Republic,CZE,"Feb 21, 2020",0,0
Czech Republic,CZE,"Feb 22, 2020",0,0
Czech Republic,CZE,"Feb 23, 2020",0,0
Czech Republic,CZE,"Feb 24, 2020",0,0
Czech Republic,CZE,"Feb 25, 2020",0,0
Czech Republic,CZE,"Feb 26, 2020",0,0
Czech Republic,CZE,"Feb 27, 2020",0,0
Czech Republic,CZE,"Feb 28, 2020",0,0
Czech Republic,CZE,"Feb 29, 2020",0,0
Czech Republic,CZE,"Mar 1, 2020",0,0
Czech Republic,CZE,"Mar 2, 2020",0,0
Czech Republic,CZE,"Mar 3, 2020",0,0
Czech Republic,CZE,"Mar 4, 2020",0,0
